Values
10767, 
13300, 
13317, 
13894, 
13967, 
14275, 
14134, 
14166, 
14092, 
14123, 
14409, 
14183, 
14391, 
14557, 
14532, 
14589, 
14476, 
14633, 
14732, 
14828, 
14927, 
15060, 
14933, 
15471, 
15532, 
15544, 
15851, 
15858, 
16014, 
16300, 
16436, 
17038, 
17443, 
18029, 
18529, 
19040, 
19964, 
21136, 
22959, 
25752, 
30433, 
37208, 
48017, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
61958, 
53968, 
46247, 
40909, 
36296, 
32932, 
30416, 
27599, 
26027, 
24378, 
23187, 
22763, 
21892, 
21226, 
20835, 
20195, 
20179, 
19975, 
19759, 
20100, 
19899, 
19671, 
19959, 
19409, 
19804, 
19899, 
19711, 
20105, 
20055, 
20132, 
19919, 
19940, 
20042, 
20339, 
19921, 
20179, 
20018, 
19895, 
19877, 
19654, 
19298, 
19436, 
19185, 
19175, 
18932, 
18768, 
19013, 
18824, 
18268, 
18252, 
18200, 
18276, 
17840, 
17567, 
17478, 
17076, 
17046, 
16586, 
16312, 
16226, 
16080, 
15923, 
15749, 
15262, 
15113, 
15158, 
14824, 
14790, 
14521, 
14582, 
14130, 
14017, 
14067, 
13786, 
13657, 
13628, 
13368, 
13273, 
13129, 
12873, 
12981, 
12805, 
12702, 
12592, 
12692, 
12414, 
12590, 
12428, 
12306, 
12287, 
12235, 
12222, 
12062, 
12142, 
12094, 
11922, 
11973, 
11888, 
11638, 
11852, 
11467, 
11655, 
11645, 
11594, 
11598, 
11703, 
11669, 
11647, 
11569, 
11465, 
11678, 
11281, 
11352, 
11459, 
11289, 
11352, 
11288, 
11120, 
11378, 
10943, 
11058, 
11142, 
10999, 
11137, 
11091, 
11157, 
11321, 
11126, 
11135, 
11227, 
11093, 
11210, 
11091, 
11127, 
11172, 
11143, 
11082, 
11083, 
11038, 
10926, 
10947, 
10854, 
11135, 
10935, 
10885, 
11047, 
10838, 
10970, 
10923, 
10835, 
11039, 
10895, 
10843, 
10935, 
10657, 
10995, 
10704, 
10723, 
10879, 
10687, 
10735, 
10954, 
10628, 
10884, 
10934, 
10790, 
10894, 
10840, 
10755, 
10986, 
10702, 
10967, 
10796, 
10599, 
10747, 
10690, 
10684, 
10805, 
10602, 
10803, 
10822, 
10693, 
10861, 
10727, 
10725, 
11032, 
10779, 
10782, 
10881, 
10679, 
10896, 
10751, 
10718, 
10853, 
10747, 
10791, 
10791, 
10574, 
10867, 
10814, 
10755, 
10704, 
10645, 
10841, 
0, 
