Values
11401, 
13305, 
13308, 
11049, 
11225, 
11225, 
11063, 
11272, 
11108, 
11097, 
11404, 
11105, 
11166, 
11234, 
11242, 
11275, 
11122, 
11085, 
11171, 
11150, 
11234, 
11183, 
10989, 
11374, 
11140, 
11098, 
11319, 
11050, 
11167, 
11117, 
10965, 
11294, 
11206, 
11258, 
11287, 
11087, 
11179, 
11297, 
11221, 
11263, 
11429, 
11372, 
11537, 
11449, 
11510, 
11641, 
11449, 
11688, 
11845, 
11784, 
11893, 
11902, 
12202, 
12410, 
12506, 
12989, 
13348, 
13445, 
13805, 
13781, 
14260, 
14782, 
15513, 
17031, 
18696, 
21565, 
26050, 
31256, 
39779, 
50827, 
65515, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
59514, 
53398, 
48301, 
43756, 
39300, 
36468, 
33506, 
31251, 
29597, 
28023, 
27109, 
25640, 
25257, 
24474, 
23632, 
22890, 
22875, 
22182, 
22239, 
22005, 
21942, 
22317, 
22313, 
21972, 
22458, 
22362, 
22857, 
22702, 
22763, 
22678, 
22468, 
22565, 
22533, 
22190, 
21985, 
21766, 
21729, 
21998, 
21333, 
21267, 
21267, 
20764, 
20635, 
20554, 
20163, 
20027, 
19711, 
19723, 
19683, 
18945, 
18992, 
18557, 
18272, 
18465, 
17994, 
18047, 
17812, 
17798, 
17468, 
17382, 
16967, 
16732, 
16688, 
16246, 
16096, 
15849, 
15963, 
15621, 
15688, 
15783, 
15572, 
15420, 
15226, 
14854, 
14830, 
14502, 
14613, 
14638, 
14409, 
14317, 
14580, 
14340, 
14439, 
14168, 
14081, 
14357, 
13953, 
13859, 
13920, 
13777, 
13801, 
13813, 
13575, 
13917, 
13541, 
13704, 
13842, 
13512, 
13793, 
13673, 
13916, 
13817, 
13765, 
13868, 
13773, 
13430, 
13597, 
13450, 
13551, 
13621, 
13561, 
13504, 
13488, 
13373, 
13443, 
13508, 
13369, 
13480, 
13319, 
13286, 
13275, 
13034, 
13157, 
13147, 
12946, 
13160, 
12826, 
12899, 
12854, 
12597, 
12886, 
12682, 
12489, 
12706, 
12502, 
12489, 
12630, 
12314, 
12630, 
12578, 
12364, 
12426, 
12353, 
12353, 
12362, 
12154, 
12302, 
12234, 
11905, 
12094, 
12021, 
11894, 
11934, 
11743, 
11831, 
11889, 
11754, 
11762, 
11658, 
11754, 
11977, 
11625, 
11779, 
11732, 
11465, 
11642, 
11486, 
11550, 
11604, 
11418, 
11460, 
11411, 
11240, 
11455, 
11353, 
11310, 
11268, 
11168, 
11400, 
0, 
