Values
11335, 
13480, 
13503, 
11492, 
11500, 
11590, 
11462, 
11559, 
11282, 
11271, 
11568, 
11325, 
11312, 
11393, 
11283, 
11312, 
11531, 
11638, 
11829, 
11264, 
11372, 
11299, 
11118, 
11593, 
11066, 
11176, 
11392, 
11099, 
11106, 
11089, 
10919, 
11347, 
11230, 
11383, 
11363, 
11183, 
11228, 
11373, 
11516, 
11694, 
11898, 
12179, 
12418, 
13062, 
13651, 
14920, 
15942, 
17006, 
18554, 
20970, 
23972, 
27767, 
33146, 
39990, 
49303, 
59475, 
65535, 
65535, 
65535, 
65535, 
65535, 
59802, 
55447, 
52141, 
48853, 
46182, 
43877, 
41290, 
41303, 
41686, 
42504, 
44756, 
47190, 
49723, 
52391, 
52121, 
53729, 
56021, 
57500, 
59159, 
60923, 
60791, 
62006, 
62890, 
64176, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
63339, 
60972, 
59053, 
56885, 
53522, 
51217, 
49349, 
47412, 
45320, 
43710, 
41878, 
40094, 
38786, 
38243, 
36871, 
35736, 
32987, 
30934, 
29829, 
28754, 
27496, 
26651, 
26040, 
24676, 
23788, 
23304, 
22441, 
21818, 
21390, 
20185, 
19909, 
19200, 
18893, 
18300, 
17776, 
17655, 
17164, 
16736, 
16349, 
15767, 
16025, 
15571, 
15783, 
15778, 
14813, 
14483, 
14392, 
14096, 
13991, 
13720, 
13346, 
13551, 
13021, 
12986, 
13004, 
12695, 
12700, 
12575, 
12350, 
12554, 
12058, 
12154, 
12217, 
11921, 
12061, 
11897, 
11885, 
11827, 
11831, 
11910, 
12216, 
12178, 
11817, 
11596, 
11592, 
11668, 
11533, 
11440, 
11453, 
11372, 
11477, 
11369, 
11217, 
11518, 
11160, 
11201, 
11354, 
11218, 
11278, 
11333, 
11332, 
11432, 
11353, 
11329, 
11368, 
11083, 
11494, 
11595, 
11713, 
12144, 
11518, 
11526, 
11576, 
11249, 
11496, 
11642, 
11368, 
11524, 
11505, 
11412, 
11693, 
11441, 
11637, 
11323, 
11135, 
11367, 
11234, 
11108, 
11268, 
11069, 
11254, 
11302, 
11163, 
11236, 
11247, 
11455, 
11957, 
12075, 
11535, 
11432, 
11174, 
11427, 
11182, 
11284, 
11436, 
11242, 
11411, 
11276, 
11228, 
11353, 
11276, 
11293, 
11267, 
11081, 
11336, 
0, 
