Values
13485, 
13267, 
13304, 
10870, 
10907, 
10881, 
10816, 
10914, 
10765, 
10920, 
11026, 
10857, 
10874, 
10926, 
10851, 
10851, 
10694, 
10696, 
10849, 
10702, 
10765, 
10810, 
10553, 
11059, 
10704, 
10790, 
10928, 
10630, 
10842, 
10647, 
10570, 
10912, 
10794, 
11031, 
11225, 
11342, 
11940, 
13186, 
14903, 
17466, 
20567, 
24369, 
28134, 
31769, 
34574, 
35722, 
33853, 
30996, 
27773, 
26351, 
27117, 
28744, 
29553, 
29372, 
29128, 
30647, 
33047, 
37631, 
42386, 
46801, 
50770, 
55570, 
60286, 
65030, 
65535, 
64946, 
61740, 
56805, 
53138, 
50599, 
49107, 
48106, 
47286, 
46825, 
46344, 
45647, 
44751, 
44054, 
42377, 
41080, 
39507, 
37704, 
36460, 
35434, 
35178, 
35652, 
35227, 
35492, 
35289, 
35562, 
36175, 
36232, 
36905, 
37345, 
37334, 
38157, 
37726, 
38093, 
38212, 
37685, 
37971, 
38885, 
38888, 
39197, 
39310, 
39597, 
40019, 
39331, 
39688, 
39812, 
39953, 
40471, 
40811, 
40140, 
40747, 
40404, 
40046, 
40588, 
40551, 
41174, 
40977, 
41234, 
41094, 
40611, 
39801, 
39778, 
39092, 
39737, 
39951, 
40098, 
40232, 
40464, 
40086, 
40391, 
40167, 
40647, 
40177, 
39892, 
40104, 
39928, 
39948, 
39544, 
39262, 
38712, 
38904, 
38595, 
38406, 
37902, 
37661, 
37394, 
36798, 
36505, 
36366, 
35960, 
35814, 
35343, 
35160, 
34643, 
34618, 
34259, 
33831, 
33318, 
33643, 
33424, 
33478, 
33962, 
33375, 
33263, 
32811, 
32356, 
31853, 
31425, 
31052, 
31447, 
31229, 
31468, 
31384, 
31545, 
31303, 
30635, 
30380, 
30231, 
29592, 
29584, 
28765, 
28984, 
28525, 
28313, 
27884, 
27910, 
27462, 
27310, 
26812, 
26711, 
26911, 
26289, 
26215, 
26120, 
26141, 
26149, 
25783, 
25702, 
26030, 
25394, 
25452, 
25619, 
25342, 
25546, 
25498, 
25450, 
25197, 
25330, 
24990, 
24862, 
24584, 
24592, 
24005, 
24101, 
24362, 
23741, 
23746, 
23567, 
23119, 
23191, 
22917, 
22820, 
22891, 
22538, 
22089, 
22234, 
22025, 
21483, 
21423, 
21130, 
21034, 
20847, 
20502, 
20411, 
20287, 
20375, 
19959, 
19671, 
19819, 
19405, 
19156, 
19148, 
18620, 
18792, 
18814, 
18396, 
18461, 
18208, 
18166, 
18239, 
17695, 
17783, 
17229, 
16685, 
16881, 
16717, 
16628, 
16492, 
16040, 
16007, 
16002, 
15700, 
15912, 
15783, 
15477, 
15761, 
15230, 
15368, 
15131, 
14778, 
14889, 
14677, 
14614, 
14542, 
14248, 
14358, 
14211, 
13871, 
14126, 
13852, 
13754, 
13702, 
13421, 
13526, 
0, 
