Values
10651, 
13273, 
13299, 
11300, 
11336, 
11428, 
11390, 
11666, 
11603, 
11739, 
12153, 
12040, 
12343, 
12912, 
13309, 
14185, 
15406, 
18143, 
26415, 
52276, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
65535, 
61009, 
44335, 
34391, 
27974, 
23337, 
20102, 
17947, 
16392, 
15274, 
14554, 
14048, 
13529, 
13220, 
13196, 
12966, 
12809, 
12741, 
12607, 
12730, 
12866, 
12769, 
13260, 
13444, 
13429, 
13501, 
13140, 
13064, 
12958, 
12751, 
13041, 
12650, 
12559, 
12710, 
12266, 
12552, 
12722, 
12486, 
12746, 
12731, 
12735, 
13182, 
12945, 
12922, 
13142, 
12958, 
13354, 
13285, 
13146, 
13465, 
13224, 
13284, 
13491, 
13258, 
13429, 
13497, 
13345, 
13726, 
13432, 
13640, 
13613, 
13337, 
13656, 
13550, 
13415, 
13558, 
13361, 
13543, 
13638, 
13495, 
13785, 
13748, 
13576, 
13770, 
13389, 
13538, 
13576, 
13524, 
13860, 
13708, 
13644, 
13657, 
13616, 
13641, 
13751, 
13465, 
13713, 
13721, 
13561, 
13657, 
13307, 
13325, 
13478, 
13102, 
13225, 
13069, 
12935, 
13302, 
13146, 
12894, 
12997, 
12650, 
13007, 
12760, 
12524, 
12527, 
12430, 
12461, 
12256, 
12133, 
12266, 
12042, 
11990, 
12085, 
11571, 
11691, 
11862, 
11570, 
11682, 
11574, 
11588, 
11435, 
11298, 
11417, 
11317, 
11321, 
11366, 
11256, 
11140, 
11083, 
10904, 
11101, 
11045, 
10875, 
10891, 
10970, 
10907, 
11037, 
10951, 
10846, 
10799, 
10790, 
10843, 
10766, 
10663, 
10939, 
10735, 
10744, 
10881, 
10559, 
10853, 
10550, 
10773, 
10751, 
10621, 
10668, 
10831, 
10697, 
10817, 
10679, 
10606, 
10846, 
10495, 
10608, 
10671, 
10522, 
10585, 
10544, 
10539, 
10756, 
10352, 
10451, 
10635, 
10429, 
10671, 
10583, 
10588, 
10752, 
10560, 
10628, 
10692, 
10462, 
10694, 
10467, 
10511, 
10671, 
10542, 
10644, 
10701, 
10489, 
10603, 
10567, 
10431, 
10639, 
10483, 
10496, 
10616, 
10415, 
10453, 
10566, 
10502, 
10674, 
10497, 
10464, 
10528, 
10348, 
10719, 
10411, 
10440, 
10576, 
10471, 
10459, 
10669, 
10292, 
10647, 
10702, 
10423, 
10616, 
10579, 
10549, 
10701, 
10555, 
10719, 
10579, 
10383, 
10515, 
10484, 
10375, 
10551, 
10379, 
10548, 
10616, 
10417, 
10604, 
10573, 
10485, 
10735, 
10635, 
10633, 
10687, 
10390, 
10663, 
10399, 
10510, 
10623, 
10470, 
10635, 
10599, 
10463, 
10672, 
10619, 
10552, 
10540, 
10400, 
10684, 
0, 
